submission_id,role,original_repository,evaluator_type,criterion_id,criterion_name,score,max_score,justification,evidence_refs,confidence
S10,official_sample,redacted,llm,separation_of_concerns,Separation of Concerns,8.5,10,"A separação geral é boa: MainFilmNow cuida da entrada e saída, FilmNow gerencia as regras principais e Filme encapsula parte da representação textual. A principal limitação é que a representação resumida usada em Mostrar todos fica montada diretamente em FilmNow, reduzindo a delegação para Filme prevista pelo roteiro.","src/filmnow/MainFilmNow.java: menu(), comando(), adicionaFilme(), mostrarFilmes(), detalharFilme() | src/filmnow/FilmNow.java: cadastraFilme(), getFilme(), getFilmes(), adicionaHot(), getHotList() | src/filmnow/Filme.java: equals(Object), toString() | src/filmnow/LeitorFilmNow.java | src/filmnow/FilmNow.java: filmesFormatados() | src/filmnow/Filme.java: getNome(), toString()",high
S10,official_sample,redacted,llm,readability_and_documentation,Readability and Documentation,8,10,"O código é em geral legível, com nomes compreensíveis e Javadocs presentes nas classes principais. A nota não é máxima por problemas recorrentes de documentação e por alguns trechos mais confusos ou redundantes que prejudicam a manutenção.","src/filmnow/Filme.java | src/filmnow/FilmNow.java | src/filmnow/MainFilmNow.java | testes/lab3FilmNow/FilmeTest.java | testes/lab3FilmNow/FilmNowTest.java | src/filmnow/Filme.java: toString() | src/filmnow/FilmNow.java: getFilme(int), cadastraFilme(int,String,String,String), eliminarHot(int) | src/filmnow/FilmNow.java: getFilmes() | src/filmnow/MainFilmNow.java: detalharFilme(FilmNow,Scanner)",high
S11,official_sample,redacted,llm,basic_functionality,Basic Functionality,7,10,"A implementação cobre o fluxo principal de cadastro, listagem, detalhamento e HotList com estruturas e métodos funcionais. Há, porém, falhas materiais em duplicidade por igualdade de filmes, na formatação de detalhes e em partes da HotList.","src/filmnow/FilmNow.java:cadastraFilme(int,String,String,String) | src/filmnow/FilmNow.java:getFilmes() | src/filmnow/FilmNow.java:getFilme(int) | src/filmnow/FilmNow.java:adicionaHot(int,int) | src/filmnow/FilmNow.java:exibirHotList() | src/filmnow/FilmNow.java:removerHot(int) | src/filmnow/Filme.java:equals(Object) | src/filmnow/Filme.java:toString() | src/filmnow/FilmNow.java:existeFilme(Filme)",high
S11,official_sample,redacted,llm,unit_tests,Unit Tests,7,10,"Há uma suíte JUnit relevante para Filme e FilmNow, cobrindo vários casos de cadastro, limites, detalhamento e remoção da HotList. A cobertura, entretanto, deixa lacunas importantes em listagem, HotList e casos críticos de igualdade/formatação.","src/srcTestes/FilmNowTestes.java | src/srcTestes//FilmeTestes.java | src/srcTestes/FilmNowTestes.java:setUp() | src/srcTestes/FilmNowTestes.java:testAdicionarFilmeValido() | src/srcTestes/FilmNowTestes.java:testAdicionaFilmeNoLimite() | src/srcTestes/FilmNowTestes.java:detalhaFilmeDaHOtList() | src/srcTestes/FilmeTestes.java:testFilmesIguais() | src/srcTestes/FilmeTestes.java:testToString() | src/srcTestes/FilmeTestes.java:testFilmesDiferentes() | src/filmnow/Filme.java:equals(Object) | src/filmnow/Filme.java:toString() | src/filmnow//FilmNow.java:getFilmes() | src/srcTestes/FilmNowTestes.java:removeHotComFilmeValido() | src/filmnow/FilmNow.java:adicionaHot(int,int) | src/filmnow/FilmNow.java:exibirHotList()",high
S11,official_sample,redacted,llm,class_design,Class Design,10,10,"A submissão apresenta as classes centrais esperadas e modela Filme, FilmNow e a interface de linha de comando de forma adequada ao escopo do lab. A correção interna de alguns métodos foi considerada nos critérios funcionais, mas a criação e a modelagem básica das classes estão presentes.","src/filmnow/Filme.java | src/filmnow/FilmNow.java | src/filmnow/MainFilmNow.java | src/filmnow/LeitorFilmNow.java:processaLinhaCsvFilmes(String[],FilmNow)",high
S11,official_sample,redacted,llm,object_references,Object References and Composition,10,10,"O código demonstra uso adequado de composição: FilmNow cria e armazena objetos Filme, a HotList referencia objetos já cadastrados e não há uso indevido de estado estático nas classes de domínio.","src/filmnow/FilmNow.java:filmes | src/filmnow/FilmNow.java:hotList | src/filmnow/FilmNow.java:cadastraFilme(int,String,String,String) | src/filmnow/FilmNow.java:adicionaHot(int,int) | src/filmnow/Filme.java",high
S11,official_sample,redacted,llm,collections_and_arrays,Collections and Arrays,0,10,"O criterio perdeu ponto principalmente por penalizacao registrada no criterio collections_and_arrays sem detalhamento estruturado. Veja os descontos detalhados para problema, consequencia e correcao.",model_output:no_explicit_evidence_ref_reported:collections_and_arrays,high
S11,official_sample,redacted,llm,separation_of_concerns,Separation of Concerns,8,10,"A maior parte das responsabilidades está bem separada: MainFilmNow faz entrada/saída, FilmNow gerencia o sistema e Filme representa os dados. O desconto decorre de a responsabilidade de representação textual resumida/listagem estar apenas parcialmente atribuída a Filme.","src/filmnow/MainFilmNow.java:comando(String,FilmNow,Scanner) | src/filmnow/MainFilmNow.java:mostrarFilmes(FilmNow) | src/filmnow/MainFilmNow.java:detalharFilme(FilmNow,Scanner) | src/filmnow/FilmNow.java:cadastraFilme(int,String,String,String) | src/filmnow/FilmNow.java:getFilme(int) | src/filmnow/Filme.java:toString() | src/filmnow/FilmNow.java:formataFilme(int,Filme) | src/filmnow/FilmNow.java:exibirHotList()",high
S11,official_sample,redacted,llm,readability_and_documentation,Readability and Documentation,8.5,10,"O código é majoritariamente legível, com nomes compreensíveis, constantes para tamanhos e Javadocs em classes e métodos públicos. Há problemas localizados de acabamento, documentação genérica/desatualizada e trechos comentados que reduzem a qualidade, mas não impedem a compreensão.","src/filmnow/Filme.java | src/filmnow/FilmNow.java | src/filmnow/MainFilmNow.java | src/filmnow/LeitorFilmNow.java | src/filmnow/MainFilmNow.java:detalharFilme(FilmNow,Scanner) | src/filmnow/LeitorFilmNow.java:carregaContatos(String,FilmNow) | src/filmnow/FilmNow.java:getFilme(int) | src/filmnow/MainFilmNow.java:bloco comentado formataFilme | src/filmnow/FilmNow.java:adicionaHot(int,int) | src/filmnow/FilmNow.java:cadastraFilme(int,String,String,String)",high
S12,official_sample,redacted,llm,basic_functionality,Basic Functionality,4.5,10,"Há implementação parcial das operações principais: é possível cadastrar alguns filmes, listar algo pela interface e manipular uma HotList simples. Porém, várias regras centrais do enunciado falham, especialmente validação de dados vazios, posição limite 100, formato de listagem/detalhamento e semântica exigida da HotList.","src/filmnow/FilmNow.java: cadastraFilme, verificaPosicao, verificaFilmeExistente, verificaDadosVazios | src/filmnow/FilmNow.java: cadastrarHotFilme, removeHotFilme, exibirHot | src/filmnow/MainFilmNow.java: comando, mostrarFilmes, detalharFilme, adicionaFilme | src/filmnow/Filme.java: toString, equals | src/filmnow/FilmNow.java: verificaPosicao | src/filmnow/FilmNow.java: verificaDadosVazios | src/filmnow/FilmNow.java: cadastraFilme usa filmes[posicao] | src/filmnow/MainFilmNow.java: mostrarFilmes | src/filmnow/MainFilmNow.java: formataFilme | src/filmnow/MainFilmNow.java: detalharFilme | src/filmnow/Filme.java: toString | src/filmnow/FilmNow.java: cadastrarHotFilme recebe apenas posicao do filme e usa primeira posição livre | src/filmnow/FilmNow.java: exibirHot | src/filmnow/MainFilmNow.java: comando caso H | src/filmnow/MainFilmNow.java: detalharFilme não consulta hotList",high
S12,official_sample,redacted,llm,unit_tests,Unit Tests,3.0,10,"Existem testes JUnit para Filme e FilmNow, com alguma verificação de igualdade, cadastro e posições. Entretanto, a cobertura é bastante incompleta, não há testes de HotList nem de listagem/detalhamento, e alguns testes são incoerentes com a própria API, podendo falhar por exceção em vez de verificar corretamente o comportamento especificado.","teste/filmnow/FilmeTeste.java | teste/filmnow/FilmNowTeste.java: testAdicionarFilmeSucesso, testAdicionarFilmeDuplicado, testSubstituirFilmeNaMesmaPosicao | teste/filmnow/FilmNowTeste.java: testVerificaPosicaoLimites, testVerificaDadosVazios | teste/filmnow/FilmNowTeste.java | teste/filmnow/FilmNowTeste.java: testAdicionarFilmePosicaoInvalida | teste/filmnow/FilmNowTeste.java: testAdicionarFilmeNomeVazio | teste/filmnow/FilmNowTeste.java: testAdicionarFilmeLocalVazio",high
S12,official_sample,redacted,llm,class_design,Class Design,8.5,10,"A modelagem central foi implementada: há uma classe Filme com atributos próprios e equals baseado em nome/ano, uma classe FilmNow composta por arrays de Filme e uma classe de interface com main modularizado. A perda ocorre porque a API das classes de domínio ainda não expressa bem operações centrais de listagem e detalhamento, e Filme usa uma representação textual de depuração em vez de uma representação do domínio.","src/filmnow/Filme.java | src/filmnow/FilmNow.java: atributos filmes e hotList, construtor | src/filmnow/MainFilmNow.java: main, menu, comando | src/filmnow/Filme.java: toString | src/filmnow/FilmNow.java: getFilmes, getFilme | src/filmnow/MainFilmNow.java: mostrarFilmes, detalharFilme",high
S12,official_sample,redacted,llm,object_references,Object References and Composition,10,10,"O código demonstra uso adequado de referências no escopo deste laboratório: FilmNow cria e armazena objetos Filme, a HotList referencia filmes existentes, e não há uso problemático de atributos estáticos para estado de domínio. Os métodos estáticos estão concentrados na classe de interface e as constantes são estáticas de forma apropriada.","src/filmnow/FilmNow.java: campos filmes, hotList, TAMANHO, TAMANHOHOT | src/filmnow/FilmNow.java: cadastraFilme | src/filmnow/FilmNow.java: cadastrarHotFilme | src/filmnow/MainFilmNow.java: main cria FilmNow",high
S12,official_sample,redacted,llm,collections_and_arrays,Collections and Arrays,8.0,10,"A submissão usa arrays adequados em princípio para os limites do problema: 100 filmes e 10 itens de HotList. Contudo, há um erro estrutural de indexação no array principal de filmes, pois posições externas 1..100 são usadas diretamente como índices internos, ignorando o índice 0 e tornando a posição 100 inválida em tempo de execução.","src/filmnow/FilmNow.java: campos filmes e hotList | src/filmnow/FilmNow.java: construtor | src/filmnow/FilmNow.java: getFilmes, getHotLista | src/filmnow/FilmNow.java: cadastraFilme, getFilme, removeHotFilme | src/filmnow/FilmNow.java: getFilme | src/filmnow/FilmNow.java: cadastraFilme | src/filmnow/FilmNow.java: verificaPosicao",high
S12,official_sample,redacted,llm,separation_of_concerns,Separation of Concerns,5.5,10,"Existe uma separação inicial entre interface, gerenciador e entidade, mas ela é incompleta. FilmNow mistura regras de negócio com impressão no console, MainFilmNow acessa arrays e decide formatações de domínio, e Filme não assume adequadamente a responsabilidade de fornecer representações de listagem e detalhes.","src/filmnow/MainFilmNow.java: menu, comando, adicionaFilme, mostrarFilmes, detalharFilme | src/filmnow/FilmNow.java: cadastraFilme, verificaFilmeExistente, cadastrarHotFilme, removeHotFilme | src/filmnow/Filme.java: equals, getters | src/filmnow/FilmNow.java: cadastraFilme | src/filmnow/FilmNow.java: cadastrarHotFilme | src/filmnow/FilmNow.java: removeHotFilme | src/filmnow/FilmNow.java: exibirHot | src/filmnow/MainFilmNow.java: mostrarFilmes | src/filmnow/MainFilmNow.java: detalharFilme | src/filmnow/FilmNow.java: getFilmes, getFilme | src/filmnow/Filme.java: toString | src/filmnow/MainFilmNow.java: formataFilme",high
S12,official_sample,redacted,llm,readability_and_documentation,Readability and Documentation,5.5,10,"O código é em geral legível, com nomes de classes e vários métodos compreensíveis. Porém, a documentação exigida em Javadoc está bastante incompleta para a classe Filme e para vários métodos públicos adicionados, e parte da documentação existente é herdada/superficial ou não descreve bem os comportamentos reais.","src/filmnow/Filme.java | src/filmnow/FilmNow.java | src/filmnow/MainFilmNow.java | src/filmnow/FilmNow.java: verificaPosicao, verificaHotExistente, verificaFilmeExistente, verificaDadosVazios, getHotLista, getHotFilme, cadastrarHotFilme, removeHotFilme, exibirHot | src/filmnow/FilmNow.java: Javadocs de getFilme e cadastraFilme | src/filmnow/MainFilmNow.java: Javadocs dos métodos de interface | src/filmnow/MainFilmNow.java: menu | src/filmnow/Filme.java: toString",high
S13,official_sample,redacted,llm,basic_functionality,Basic Functionality,7.5,10,"A implementação cobre bem cadastro de filmes, substituição por posição, listagem principal e detalhamento básico de filmes cadastrados. Há, porém, falhas relevantes no detalhamento de posição válida vazia e de filmes sem ano, além de problemas de validação e duplicidade na HotList.","src/filmnow/FilmNow.java: cadastraFilme(int, String, String, String) | src/filmnow/FilmNow.java: exibirFilmes(FilmNow) | src/filmnow/FilmNow.java: detalhaFilme(int) | src/filmnow/FilmNow.java: adicionaHotList(int, int), exibirHot(FilmNow), removeHotFilmes(int) | src/filmnow/Filme.java: equals(Object), detalha(), toString() | src/filmnow/Filme.java: detalha() | src/filmnow/FilmNow.java: adicionaHotList(int, int) | src/filmnow/FilmNow.java: removeHotFilmes(int) | src/filmnow/FilmNow.java: exibirHot(FilmNow) | src/filmnow/Filme.java: toString()",high
S13,official_sample,redacted,llm,unit_tests,Unit Tests,6.0,10,"Há uma suíte JUnit real para Filme e FilmNow, com vários testes independentes e cobertura de caminhos básicos. Ainda assim, faltam casos-limite importantes do enunciado, alguns testes são superficiais e há testes que codificam comportamentos contrários à especificação, especialmente em ano vazio e HotList.","src Testes/lab3FilmNow/FilmeTeste.java | src Testes/lab3FilmNow/FilmNowTest.java | src Testes/lab3FilmNow/FilmeTeste.java: testDetalhaAnoNull(), testDetalhaAnoVazio(), testDetalhaHotAnoNull(), testDetalhaHotAnoVazio() | src Testes/lab3FilmNow/FilmNowTest.java: testCadastraFilme(), testPosicaoInvalida(), testFilmeInvalidoNomeNull(), testFilmeInvalidoLocalNull() | src Testes/lab3FilmNow/FilmNowTest.java: testAdicionaHotList(), testAdicionaFilmePosicaoInvalidaHot(), testDetalhaFilme(), testExibirFilmeNull(), testExibirHotFilme()",high
S13,official_sample,redacted,llm,class_design,Class Design,10,10,"A submissão modela as classes centrais esperadas: Filme representa a entidade com nome, ano, local, igualdade e exibição; FilmNow compõe objetos Filme e gerencia as listas; MainFilmNow atua como interface textual modularizada em métodos auxiliares.","src/filmnow/Filme.java | src/filmnow/FilmNow.java | src/filmnow/MainFilmNow.java | src/filmnow/LeitorFilmNow.java: processaLinhaCsvFilmes(String[], FilmNow)",high
S13,official_sample,redacted,llm,object_references,Object References and Composition,10,10,"O código demonstra uso adequado de referências de objetos: FilmNow cria objetos Filme e os armazena em arrays, a HotList referencia os mesmos objetos da lista principal, e o uso de static fica restrito ao main, helpers de interface e constantes.","src/filmnow/FilmNow.java: filmes, hotFilmes, cadastraFilme(int, String, String, String), adicionaHotList(int, int) | src/filmnow/Filme.java: setHot(boolean), detalha() | src/filmnow/MainFilmNow.java: main(String[])",high
S13,official_sample,redacted,llm,collections_and_arrays,Collections and Arrays,9.0,10,"A estrutura principal usa arrays com os tamanhos exigidos e faz mapeamento externo 1..100 para índices internos 0..99. O desconto decorre de validações incorretas na HotList que podem acessar índices inválidos, embora a escolha das estruturas esteja adequada.","src/filmnow/FilmNow.java: TAMANHO, TAMANHO_HOT, filmes, hotFilmes | src/filmnow/FilmNow.java: cadastraFilme(int, String, String, String) | src/filmnow/FilmNow.java: formataToString(Filme[]), exibirFilmes(FilmNow), exibirHot(FilmNow) | src/filmnow/FilmNow.java: adicionaHotList(int, int)",high
S13,official_sample,redacted,llm,separation_of_concerns,Separation of Concerns,9.0,10,"A separação geral está correta: a interface faz entrada/saída, FilmNow gerencia regras e Filme define representação/equivalência. Há apenas uma imperfeição de API em métodos de FilmNow que recebem uma instância de FilmNow como parâmetro, embora sejam métodos de instância da própria classe.","src/filmnow/MainFilmNow.java: menu(Scanner), comando(String, FilmNow, Scanner), adicionaFilme(FilmNow, Scanner), detalharFilme(FilmNow, Scanner) | src/filmnow/FilmNow.java: cadastraFilme, detalhaFilme, exibirFilmes, adicionaHotList | src/filmnow/Filme.java: equals, toString, detalha | src/filmnow/FilmNow.java: exibirFilmes(FilmNow) | src/filmnow/FilmNow.java: exibirHot(FilmNow) | src/filmnow/MainFilmNow.java: mostrarFilmes(FilmNow), mostrarHotList(FilmNow)",high
S13,official_sample,redacted,llm,readability_and_documentation,Readability and Documentation,8.0,10,"O código é compreensível, usa nomes em geral adequados e possui Javadocs nas classes e métodos públicos. Os descontos refletem inconsistências de nomenclatura/estilo e documentação que às vezes não corresponde exatamente ao comportamento ou ao domínio do laboratório.","src/filmnow/Filme.java | src/filmnow/FilmNow.java | src/filmnow/MainFilmNow.java | src/filmnow/LeitorFilmNow.java | src/filmnow/LeitorFilmNow.java: carregaContatos(String, FilmNow) | src/filmnow/FilmNow.java: removeHotFilmes(int), exibirFilmes(FilmNow), exibirHot(FilmNow) | src/filmnow/Filme.java: Javadoc de detalha() | src/filmnow/FilmNow.java: Javadocs de adicionaHotList(int, int), detalhaFilme(int), removeHotFilmes(int)",high
S14,official_sample,redacted,llm,basic_functionality,Basic Functionality,7.5,10,"A implementação cobre boa parte do fluxo principal: cadastro de filmes está praticamente completo, detalhamento funciona na classe de sistema e há implementação de HotList. As perdas vêm principalmente da listagem usando formato de detalhes, da integração incompleta do detalhamento no menu e de falhas relevantes na HotList, especialmente validação e convenção de posições.","src/filmnow/FilmNow.java: cadastraFilme(int,String,String,String) | src/filmnow/FilmNow.java: detalhaFilme(int) | src/filmnow/FilmNow.java: adicionaHot(int,int), removeHot(int), exibeHotList() | src/filmnow/MainFilmNow.java: menu(Scanner), comando(String,FilmNow,Scanner) | src/filmnow/FilmNow.java: getFilmes() | src/filmnow/Filme.java: toString() | src/filmnow/MainFilmNow.java: comando(String,FilmNow,Scanner) | src/filmnow/MainFilmNow.java: detalharFilme(FilmNow,Scanner) | src/filmnow/FilmNow.java: adicionaHot(int,int) | src/filmnow/FilmNow.java: removeHot(int) | src/filmnow/FilmNow.java: exibeHotList()",high
S14,official_sample,redacted,llm,unit_tests,Unit Tests,6.5,10,"Há uma quantidade relevante de testes para FilmNow, cobrindo muitos casos de cadastro, detalhamento e HotList. Porém, os testes da classe Filme são muito superficiais e faltam casos importantes de especificação em FilmNow, principalmente sobrescrita, listagem vazia e limites corretos da HotList.","testes/filmnow/FilmeNowtestes.java: preparaFilmes() | testes/filmnow/FilmeNowtestes.java: testAdicionaFilme* | testes/filmnow/FilmeNowtestes.java: detalharFilme* | testes/filmnow/FilmeNowtestes.java: adicionaHot*, removeHot(), exibirHotList() | testes/filmnow/FilmeNowtestes.java: testNomeAno() | src/filmnow/Filme.java: equals(Object), toString(), toStringHot() | testes/filmnow/FilmeNowtestes.java: testGetFilmes() | testes/filmnow/FilmeNowtestes.java: adicionaHotPosicaoMaior(), adicionaHotPosicaoMenor() | testes/filmnow/FilmeNowtestes.java: removeHot()",high
S14,official_sample,redacted,llm,class_design,Class Design,9.0,10,"A solução demonstra a modelagem central esperada: há classe Filme própria, FilmNow compõe filmes e HotList com arrays de Filme, e MainFilmNow está modularizado em métodos auxiliares. A perda é pequena e está ligada à representação textual de Filme não separar bem resumo e detalhes, o que prejudica o desenho das saídas.","src/filmnow/Filme.java | src/filmnow/FilmNow.java: atributos filmes e hotList | src/filmnow/MainFilmNow.java: main(String[]), menu(Scanner), comando(String,FilmNow,Scanner), adicionaFilme(FilmNow,Scanner) | src/filmnow/Filme.java: toString(), toStringHot() | src/filmnow/FilmNow.java: getFilmes(), detalhaFilme(int)",high
S14,official_sample,redacted,llm,object_references,Object References and Composition,10,10,"O código usa referências e composição de forma adequada para o nível do laboratório. Não há uso indevido de membros estáticos fora do main, de constantes ou de métodos auxiliares da interface, e FilmNow cria e manipula objetos Filme coerentemente.","src/filmnow/FilmNow.java: private Filme[] filmes; private Filme[] hotList; | src/filmnow/FilmNow.java: cadastraFilme(int,String,String,String) | src/filmnow/FilmNow.java: adicionaHot(int,int) | src/filmnow/MainFilmNow.java: métodos static de interface",high
S14,official_sample,redacted,llm,collections_and_arrays,Collections and Arrays,8.0,10,"A estrutura principal de armazenamento está adequada: usa arrays com limite de 100 filmes e 10 itens na HotList. A principal falha é a manipulação das posições da HotList, que não respeita corretamente a convenção de posições do enunciado e não valida todos os acessos.","src/filmnow/FilmNow.java: TAMANHO, filmes, hotList | src/filmnow/FilmNow.java: cadastraFilme(int,String,String,String) | src/filmnow/FilmNow.java: getFilmes(), exibeHotList() | src/filmnow/FilmNow.java: adicionaHot(int,int) | src/filmnow/FilmNow.java: removeHot(int) | src/filmnow/FilmNow.java: exibeHotList()",high
S14,official_sample,redacted,llm,separation_of_concerns,Separation of Concerns,8.0,10,"Existe uma separação geral boa: Main lida com entrada e saída, FilmNow concentra as regras de cadastro e gerenciamento, e Filme representa os dados do filme. Ainda há integração incompleta na interface e alguma duplicação/mistura de responsabilidades de formatação entre FilmNow e Filme.","src/filmnow/MainFilmNow.java | src/filmnow/FilmNow.java | src/filmnow/Filme.java | src/filmnow/LeitorFilmNow.java | src/filmnow/MainFilmNow.java: comando(String,FilmNow,Scanner) | src/filmnow/MainFilmNow.java: detalharFilme(FilmNow,Scanner) | src/filmnow/MainFilmNow.java: atribuirHot(FilmNow,Scanner), removerHot(FilmNow,Scanner) | src/filmnow/Filme.java: toString(), toStringHot() | src/filmnow/FilmNow.java: getFilmes(), detalhaFilme(int)",high
S14,official_sample,redacted,llm,readability_and_documentation,Readability and Documentation,8.0,10,"O código é majoritariamente legível, com nomes compreensíveis e Javadocs em quase todas as classes e métodos públicos. As perdas são de acabamento: alguns nomes herdados ou pouco precisos, código morto e documentação que nem sempre acompanha a convenção esperada do enunciado.","src/filmnow/Filme.java | src/filmnow/FilmNow.java | src/filmnow/MainFilmNow.java | src/filmnow/LeitorFilmNow.java | src/filmnow/LeitorFilmNow.java: carregaContatos(String,FilmNow) | src/filmnow/Filme.java: ehHot(), naoEhHot() | src/filmnow/MainFilmNow.java: formataFilme(int,Filme) | testes/filmnow/FilmeNowtestes.java: testNomeAno() | src/filmnow/FilmNow.java: Javadoc de adicionaHot(int,int) | src/filmnow/FilmNow.java: Javadoc de removeHot(int) | src/filmnow/MainFilmNow.java: menu(Scanner)",high
S15,official_sample,redacted,llm,basic_functionality,Basic Functionality,5,10,"A submissão implementa caminhos básicos para cadastrar, listar, detalhar e manipular uma HotList, mas várias regras obrigatórias de validação, igualdade e formatação não fecham corretamente. O fluxo válido simples funciona em parte, porém muitos casos limite do enunciado falham ou dependem da interface em vez da classe de sistema.","src/filmnow/FilmNow.java: construtor, cadastraFilme, getFilmes, getFilmeDetalhado, adicionaHot, removeHot, getHotList | src/filmnow/MainFilmNow.java: adicionaFilme, mostrarFilmes, detalharFilme, adicionaHot, removeHot, exibeHot | src/filmnow/Filme.java: equals, toString, toStringHot, mudaHot | src/filmnow/FilmNow.java: cadastraFilme, existeFilmeIgual | src/filmnow/MainFilmNow.java: adicionaFilme | src/filmnow/Filme.java: equals | src/filmnow/FilmNow.java: getFilmes, getFilmeDetalhado | src/filmnow/Filme.java: toString | src/filmnow/MainFilmNow.java: mostrarFilmes, detalharFilme | src/filmnow/FilmNow.java: adicionaHot, removeHot, existeHot, getHotList | src/filmnow/MainFilmNow.java: adicionaHot, removeHot",high
S15,official_sample,redacted,llm,unit_tests,Unit Tests,5,10,"Há testes JUnit reais para Filme e FilmNow, com preparação por BeforeEach e verificações básicas. Entretanto, a cobertura fica concentrada em caminhos simples e alguns testes confirmam o comportamento atual da implementação em vez do comportamento especificado pelo laboratório.","srcTestes/testes/FilmeTest.java | srcTestes/testes/FilmNowTest.java | srcTestes/testes/FilmeTest.java: testEquals, testToString, testToStringHot, testToStringHotFormatado | src/filmnow/Filme.java: getLocal, equals | srcTestes/testes/FilmNowTest.java: testCadastroFilmes, testGetFilmeDetalhado, testExisteFilmeIgual, testAdicionaHot, testExisteHot, testRemoveHot | srcTestes/testes/FilmNowTest.java: testGetFilmeDetalhado | src/filmnow/FilmNow.java: getFilFilmeDetalhado",high
S15,official_sample,redacted,llm,class_design,Class Design,8,10,"A solução cria a classe Filme e mantém FilmNow como gerenciador composto por objetos Filme, além de conservar uma classe MainFilmNow modularizada. O desenho principal esperado aparece, mas há problemas de modelagem na entidade Filme e na interface pública de FilmNow.","src/filmnow/Filme.java | src/filmnow/FilmNow.java: atributos filmes e hotList, construtor, cadastraFilme | src/filmnow/MainFilmNow.java: main, menu, comando e métodos auxiliares | src/filmnow/Filme.java: getLocal, equals, toString, toStringHot | src/filmnow/FilmNow.java: cadastraFilme, adicionaHot, removeHot | src/filmnow/MainFilmNow.java: adicionaFilme, adicionaHot",high
S15,official_sample,redacted,llm,object_references,Object References and Composition,8,10,"O código usa objetos Filme dentro de FilmNow e não apresenta uso inadequado generalizado de atributos estáticos. A composição principal está presente, mas há falhas no gerenciamento de referências compartilhadas na HotList e no uso de objetos temporários para regras de igualdade.","src/filmnow/FilmNow.java: private static final int TAMANHO, Filme[] filmes, Filme[] hotList, cadastraFilme, adicionaHot | src/filmnow/MainFilmNow.java: main e métodos estáticos de interface | src/filmnow/FilmNow.java: adicionaHot | src/filmnow/Filme.java: hot, mudaHot, toString | src/filmnow/MainFilmNow.java: adicionaFilme | src/filmnow/Filme.java: construtor Filme(String nome, String local), equals",high
S15,official_sample,redacted,llm,collections_and_arrays,Collections and Arrays,8,10,"A solução usa arrays adequados em tamanho para a lista principal e a HotList, e converte posições de usuário para índices internos sem ignorar o índice 0. As principais perdas vêm da ausência de validação centralizada de limites e de invariantes da HotList.","src/filmnow/FilmNow.java: TAMANHO, filmes, hotList, construtor, cadastraFilme, getFilmes, getHotList | src/filmnow/FilmNow.java: cadastraFilme, getFilmeDetalhado, adicionaHot, removeHot | src/filmnow/FilmNow.java: adicionaHot, existeHot, removeHot",high
S15,official_sample,redacted,llm,separation_of_concerns,Separation of Concerns,7,10,"Há uma separação geral entre interface, gerenciador e entidade, mas responsabilidades de negócio importantes estão espalhadas entre MainFilmNow, FilmNow e Filme. A interface ainda decide regras que deveriam pertencer ao sistema, e a representação textual está pouco separada por uso.","src/filmnow/MainFilmNow.java: menu, comando, adicionaFilme, mostrarFilmes, detalharFilme | src/filmnow/FilmNow.java: cadastraFilme, getFilmes, getFilmeDetalhado, adicionaHot, removeHot | src/filmnow/Filme.java: toString, toStringHot | src/filmnow/MainFilmNow.java: adicionaFilme, adicionaHot | src/filmnow/FilmNow.java: cadastraFilme, adicionaHot | src/filmnow/FilmNow.java: getFilmes, getFilmeDetalhado, getHotList",high
S15,official_sample,redacted,llm,readability_and_documentation,Readability and Documentation,5.5,10,"O código é compreensível em linhas gerais e usa nomes majoritariamente claros, mas a documentação Javadoc é incompleta nas partes adicionadas, há comentários pouco úteis e há trechos com estilo e organização que reduzem a clareza. Parte da documentação existente vem do esqueleto inicial, então não foi contada como evidência plena de documentação autoral.","src/filmnow/Filme.java | src/filmnow/FilmNow.java | src/filmnow/MainFilmNow.java | src/filmnow/Filme.java: classe, construtores, getNome, getLocal, equals, getHot, mudaHot, toString, toStringHot | src/filmnow/FilmNow.java: adicionaHot, removeHot, getHotList, existeHot | src/filmnow/Filme.java: comentário //Override | src/filmnow/FilmNow.java: getFilmes, getFilmeDetalhado, existeFilmeIgual | src/filmnow/Filme.java: mudaHot, toString | src/filmnow/MainFilmNow.java: menu, adicionaHot",high
S16,official_sample,redacted,llm,basic_functionality,Basic Functionality,0,10,"A submissão contém tentativas iniciais de cadastrar, listar e detalhar filmes, mas o código de produção não compila e, mesmo desconsiderando esse bloqueio, as regras principais de adição, listagem, detalhamento e HotList estão ausentes ou incorretas.","src/filmnow/Filme.java: classe Filme | src/filmnow/FilmNow.java: cadastraFilme | src/filmnow/MainFilmNow.java: comando, adicionaFilme, mostrarFilmes, detalharFilme | src/filmnow/FilmNow.java: private boolean estaCadastrado(fl) | src/filmnow/FilmNow.java: for(int i=0; i<lenth.filmes; i++) | src/filmnow/FilmNow.java: getFilme | src/filmnow/MainFilmNow.java: mostrarFilmes | src/filmnow/MainFilmNow.java: detalharFilme | src/filmnow/Filme.java: toString | src/filmnow/FilmNow.java: ausência de atributos e métodos de HotList | src/filmnow/MainFilmNow.java: menu e comando sem opções E, H e R",high
S16,official_sample,redacted,llm,unit_tests,Unit Tests,0,10,"Não há arquivos de teste JUnit na submissão, portanto não há evidência de testes para Filme nem para FilmNow.",Metadados da submissão: Test file count 0 | Árvore de arquivos: ausência de diretório ou arquivos de teste,high
